Ticker,Company_Name,Currency,Data_Date,Industry,Sector,Country,Total_ESG_Score,Environmental_Score,Social_Score,Governance_Score,ESG_Performance,Highest_Controversy,Stock_Price,Current_Price,Market_Cap,PE_Ratio,PB_Ratio,Annual_Return_Pct,Revenue,Net_Income,Operating_Margin_Pct,Gross_Margin_Pct,ROE_Pct,ROA_Pct,Profit_Margin_Pct,EBITDA_Margin_Pct,EPS,Beta,Debt_to_Equity,Current_Ratio,Operating_Cash_Flow,Revenue_Growth_Pct,Status
HIAG.SW,HIAG Immobilien Holding AG,CHF,12/31/24,Real Estate - Diversified,Real Estate,Switzerland,16.81,,,,LAG_PERF,0,82.44,109.6,1108468992,13.24,0.97,33.98,113464000,83607000,59.42,75.89,7.53,1.87,73.69,54.78,8.28,0.354,72.61,1.77,41894000,12.03,Success
HLEE.SW,Highlight Event and Entertainment AG,CHF,12/31/24,Entertainment,Communication Services,Switzerland,,,,,,,6,7.25,93852408,,1.88,16.94,500001984,-26573000,-16,22.34,-29.09,-2.02,-5.32,-2.19,-2.05,-0.313,190.34,0.24,74501000,-4.09,Success
HT5.SW,HT5 AG,CHF,12/31/24,Packaged Foods,Consumer Defensive,Switzerland,,,,,,,0.45,1.41,3030761,,-0.03,152.17,95447000,-37319000,-57.83,31.86,-249.44,-4.04,-39.1,5.39,-17.36,0.737,,18.45,4449000,-21.65,Success
REHN.SW,Romande Energie Holding SA,CHF,12/31/24,Utilities - Renewable,Utilities,Switzerland,49.05,,,,LEAD_PERF,0,45.2,41.8,1072499200,,0.51,-12.5,794865984,-2264000,5.57,47.91,-0.03,0.56,-0.29,14.7,-0.08,0.06,16.17,2.29,172952000,-10.33,Success
HUBN.SW,Huber+Suhner AG,CHF,12/31/24,Communication Equipment,Technology,Switzerland,12.07,,,,LAG_PERF,0,73.59,143.8,2653593344,36.13,4.16,68.93,909206016,73170000,10.09,36.1,11.75,6.78,8.05,13.48,3.98,0.68,,3.15,115764000,5.03,Success
INRN.SW,Interroll Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,25.19,,,,AVG_PERF,0,2090.76,2365,1960838016,32.83,4.31,0,527384000,59797000,11.13,63.48,13.38,8.08,11.34,17.64,72.03,1.026,1.92,4.17,97609000,-5.25,Success
ISN.SW,Intershop Holding AG,CHF,12/31/24,Real Estate Services,Real Estate,Switzerland,15.95,,,,LAG_PERF,0,124.36,157.2,1448990976,6.02,1.37,27.49,114909000,240666000,74.12,91.94,24.95,3.39,209.44,79.37,26.11,0.326,56.88,0.36,28312000,-36.91,Success
JFN.SW,Jungfraubahn Holding AG,CHF,12/31/24,Railroads,Industrials,Switzerland,29.02,,,,AVG_PERF,0,174.68,225,1277349760,16.28,1.76,30.17,302728992,78498000,31.05,66.27,11.25,6.72,25.93,45.18,13.82,0.749,16.79,2.58,71793000,6.14,Success
KUD.SW,Kudelski SA,CHF,12/31/24,Software - Application,Technology,Switzerland,,,,,,,1.27,1.31,128130064,,0.24,-6.62,371103008,-149958000,-14.36,80.22,-50.46,-1.76,-0.65,-7.77,-2.14,0.299,22.55,1.25,-88367000,-6.79,Success
LEHN.SW,LEM Holding SA,CHF,12/31/24,Electronic Components,Technology,Switzerland,13.32,,,,LAG_PERF,0,805,491,558980928,66.89,4.44,-59.82,301692000,5603000,5.92,41.62,,,1.86,13.17,7.34,0.732,113.63,,,-24.36,Success
LEON.SW,Leonteq AG,CHF,12/31/24,Asset Management,Financial Services,Switzerland,13.82,,,,LAG_PERF,0,16.67,15.3,270077248,,0.38,-41.76,227956992,-619000,13.51,100,-0.08,-0.01,-0.27,,-0.03,0.65,1306.85,0.9,-39835000,0.25,Success
MBTN.SW,Meyer Burger Technology AG,CHF,12/31/24,Solar,Technology,Switzerland,25.22,,,,AVG_PERF,0,2.28,0.0626,1980570,,0.02,-95.17,86858000,-544475008,-388.5,-103.15,-233.84,-27.2,0,-282.48,-22.56,0.109,655.49,1.59,-169798000,-8.27,Success
PEHN.SW,Private Equity Holding AG,CHF,12/31/24,Asset Management,Financial Services,Switzerland,,,,,,,75.89,59,144493648,16.12,0.36,-14.99,12815000,9678000,95.1,100,2.44,1.64,75.52,,3.66,0.274,3.65,0.02,-1056000,-47.55,Success
STMN.SW,Straumann Holding AG,CHF,12/31/24,Medical Instruments & Supplies,Healthcare,Switzerland,19.7,3.39,10.49,5.81,LAG_PERF,0,115.63,86.6,13808443392,32.19,6.71,-32.6,2578866944,427968992,26.34,71.34,21.3,11.4,15.29,28.52,2.69,1.326,19.95,1.64,500124000,9.98,Success
TEMN.SW,Temenos AG,CHF,12/31/24,Software - Application,Technology,Switzerland,9.89,2.17,6.65,1.07,LAG_PERF,2,,60.65,4183888384,18,7.84,1.83,1083507968,301592000,27.43,73.27,48.96,6.64,27.83,24.86,3.37,0.836,166.33,0.53,348572992,4.39,Success
MOZN.SW,mobilezone holding ag,CHF,12/31/24,Specialty Retail,Consumer Cyclical,Switzerland,15.76,,,,LAG_PERF,0,9.75,11.74,506683744,32.61,-19.15,-14.6,958308992,15557000,5.55,19.5,,7.36,1.62,4.9,0.36,0.505,,1.39,80634000,-0.4,Success
LLBN.SW,Liechtensteinische Landesbank Aktiengesellschaft,CHF,12/31/24,Banks - Regional,Financial Services,Liechtenstein,28.14,,,,AVG_PERF,0,69.6,75.6,2296068352,13.77,1.01,6.85,595580992,167920992,36.36,0,7.55,0.63,28.19,,5.49,0.179,,,-419647008,2.69,Success
LUKN.SW,Luzerner Kantonalbank AG,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,29.18,,,,AVG_PERF,0,65.32,79.7,3930790656,13.44,0.97,22.81,677510976,292630016,50.53,0,7.33,0.5,43.19,,5.93,0.197,,,,12.5,Success
MCHN.SW,MCH Group AG,CHF,12/31/24,Advertising Agencies,Communication Services,Switzerland,,,,,,,4.18,3.43,106041880,22.87,1.08,-19.48,401567008,4526000,4.39,52.57,2.88,2.59,1.13,8.84,0.15,0.489,126.04,1.46,22896000,12.09,Success
METN.SW,Metall Zug AG,CHF,12/31/24,Conglomerates,Industrials,Switzerland,25.71,,,,AVG_PERF,1,1050.09,770,345167904,7.52,0.83,-35,196468992,-12771000,-7.89,32.57,-2.94,-1.34,-6.5,-3.13,102.34,0.798,27.2,0.77,-9259000,-42.71,Success
MIKN.SW,Mikron Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,,,,,,,13.74,20.65,344089184,10.81,1.49,28.53,375228000,31554000,11.27,67.34,14.2,6.33,8.41,12.7,1.91,0.733,1.2,1.83,50944000,1.03,Success
NWRN.SW,Newron Pharmaceuticals S.p.A.,CHF,12/31/24,Biotechnology,Healthcare,Italy,,,,,,,8.73,13.62,271868736,10.81,172.41,56.79,59881000,25327000,11.3,100,,50.97,42.3,58.81,1.26,0.75,3322.76,1.51,24567000,467.41,Success
OFN.SW,Orell Füssli AG,CHF,12/31/24,Specialty Business Services,Industrials,Switzerland,,,,,,,73.71,115.5,226380000,11.8,1.85,49.35,265508992,19191000,8.51,56.57,17.78,9.84,7.23,14.79,9.79,0.178,,2.42,26564000,8.75,Success
ORON.SW,ORIOR AG,CHF,12/31/24,Packaged Foods,Consumer Defensive,Switzerland,28.49,,,,AVG_PERF,0,39.05,12.52,81785704,,2.56,-73.11,632958016,-40186000,1.34,45.07,-70.96,-1.79,-6.35,2.22,-6.15,0.578,582.83,1.02,-2661000,-0.16,Success
PEAN.SW,Peach Property Group AG,CHF,12/31/24,Real Estate Services,Real Estate,Switzerland,16.21,5.23,3.75,7.23,LAG_PERF,0,7.97,6.26,347648640,,0.34,-29.85,143354000,-188495008,31.32,57.61,-20.12,1.3,-128.57,34.89,-5,1.051,119.87,0.22,-23592000,7.31,Success
PEDU.SW,Perrot Duval Holding S.A.,CHF,12/31/24,N/A,N/A,N/A,,,,,,,60,50,5981600,,0.64,,,,,,,,,,,,,,,-23.81,Success
